"work_year";"experience_level";"employment_type";"job_title";"salary_currency";"salary_in_usd";"employee_residence";"remote_ratio";"company_location";"company_size"
2022;"SE";"FT";"Lead Data Scientist";"EUR";29944;"PT";50;"PT";"S"
2022;"SE";"FT";"Lead Data Scientist";"INR";56723;"IN";0;"IN";"L"
2022;"SE";"FT";"Lead Machine Learning Engineer";"EUR";69344;"PT";100;"PT";"L"
2022;"SE";"FT";"Lead Machine Learning Engineer";"INR";95386;"IN";50;"IN";"L"
2022;"SE";"FT";"Lead Machine Learning Engineer";"EUR";84053;"DE";0;"DE";"M"
2022;"SE";"FT";"Machine Learning Developer";"CAD";76814;"CA";100;"CA";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";1e+05;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"EUR";115573;"FR";100;"FR";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";110000;"CA";0;"CA";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";116100;"CA";100;"CA";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";119000;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";120000;"AE";100;"AE";"S"
2022;"SE";"FT";"Machine Learning Engineer";"USD";120000;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";120000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";129300;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";131300;"US";100;"US";"L"
2022;"SE";"FT";"Machine Learning Engineer";"USD";131300;"US";100;"US";"L"
2022;"SE";"FT";"Machine Learning Engineer";"USD";131300;"US";100;"US";"L"
2022;"SE";"FT";"Machine Learning Engineer";"USD";135000;"PR";100;"PR";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";135000;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";135000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";140000;"CA";0;"CA";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";142200;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";142200;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";142200;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";142200;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";142200;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";142200;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";145000;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";148800;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";150000;"US";100;"US";"L"
2022;"SE";"FT";"Machine Learning Engineer";"USD";150000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";160000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";164000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";164996;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";164996;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";164996;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";167100;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";172200;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";180000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";180000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";180000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";180000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";185000;"MX";100;"MX";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";186000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";187200;"CA";100;"CA";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";189650;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";189650;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";189650;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";192000;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";192000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";192600;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";193900;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";195400;"US";100;"US";"L"
2022;"SE";"FT";"Machine Learning Engineer";"USD";2e+05;"PR";100;"PR";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";2e+05;"US";100;"US";"L"
2022;"SE";"FT";"Machine Learning Engineer";"USD";201000;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";201000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";201000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";202900;"US";100;"US";"L"
2022;"SE";"FT";"Machine Learning Engineer";"USD";202900;"US";100;"US";"L"
2022;"SE";"FT";"Machine Learning Engineer";"USD";204500;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";204500;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";204500;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";204500;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";204500;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";204500;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";210000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";210000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";210000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";210000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";210000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";214000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";220000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";246000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";246000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";247500;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";248700;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";"USD";255000;"MX";100;"MX";"M"
2022;"SE";"FT";"Machine Learning Engineer";"EUR";59888;"NL";100;"NL";"L"
2022;"SE";"FT";"Machine Learning Engineer";"EUR";63040;"FI";50;"FI";"S"
2022;"SE";"FT";"Machine Learning Engineer";"EUR";68293;"IE";100;"IE";"S"
2022;"SE";"FT";"Machine Learning Engineer";"USD";65000;"AE";100;"AE";"S"
2022;"SE";"FT";"Machine Learning Engineer";"EUR";73546;"FR";100;"FR";"M"
2022;"SE";"FT";"Machine Learning Engineer";"EUR";84053;"FR";50;"FR";"L"
2022;"SE";"FT";"Machine Learning Engineer";"USD";85000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Infrastructure Engineer";"USD";148800;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Infrastructure Engineer";"USD";186000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Manager";"USD";150000;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Manager";"USD";2e+05;"US";100;"US";"M"
2022;"SE";"FT";"Machine Learning Scientist";"USD";129300;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Scientist";"USD";144000;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Scientist";"USD";193900;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Scientist";"USD";216000;"US";0;"US";"M"
2022;"SE";"FT";"Machine Learning Software Engineer";"USD";168000;"CA";100;"CA";"M"
2022;"SE";"FT";"Machine Learning Software Engineer";"USD";183600;"CA";100;"CA";"M"
2022;"SE";"FT";"Machine Learning Software Engineer";"USD";227200;"CA";100;"CA";"M"
2022;"SE";"FT";"Machine Learning Software Engineer";"USD";248400;"CA";100;"CA";"M"
2022;"SE";"FT";"Machine Learning Software Engineer";"USD";375000;"US";100;"US";"M"
2022;"SE";"FT";"Manager Data Management";"USD";125000;"US";100;"US";"L"
2022;"SE";"FT";"Marketing Data Analyst";"USD";2e+05;"GB";100;"GB";"S"
2022;"SE";"FT";"ML Engineer";"USD";130000;"US";100;"US";"M"
2022;"SE";"FT";"ML Engineer";"USD";131300;"US";100;"US";"L"
2022;"SE";"FT";"ML Engineer";"USD";160000;"US";0;"US";"M"
2022;"SE";"FT";"ML Engineer";"USD";183000;"US";100;"US";"M"
2022;"SE";"FT";"ML Engineer";"USD";185000;"US";100;"US";"M"
2022;"SE";"FT";"ML Engineer";"USD";195400;"US";100;"US";"L"
2022;"SE";"FT";"ML Engineer";"USD";235000;"US";100;"US";"M"
2022;"SE";"FT";"ML Engineer";"USD";240000;"US";0;"US";"M"
2022;"SE";"FT";"ML Engineer";"USD";243000;"US";100;"US";"M"
2022;"SE";"FT";"ML Engineer";"USD";84000;"US";100;"US";"M"
2022;"SE";"FT";"Principal Data Architect";"INR";38154;"IN";100;"IN";"L"
2022;"SE";"FT";"Principal Data Scientist";"EUR";155499;"DE";100;"DE";"M"
2022;"SE";"FT";"Principal Machine Learning Engineer";"USD";190000;"US";100;"US";"L"
2022;"SE";"FT";"Product Data Scientist";"USD";8000;"IN";100;"SG";"L"
2022;"SE";"FT";"Research Engineer";"USD";149850;"US";0;"US";"M"
2022;"SE";"FT";"Research Engineer";"USD";150000;"US";0;"US";"M"
2022;"SE";"FT";"Research Engineer";"USD";249500;"US";0;"US";"M"
2022;"SE";"FT";"Research Engineer";"USD";250000;"US";0;"US";"M"
2022;"SE";"FT";"Research Scientist";"USD";144000;"US";50;"US";"L"
2022;"SE";"FT";"Research Scientist";"USD";149850;"US";0;"US";"M"
2022;"SE";"FT";"Research Scientist";"USD";150000;"US";100;"US";"M"
2022;"SE";"FT";"Research Scientist";"USD";196000;"US";100;"US";"M"
2022;"SE";"FT";"Research Scientist";"USD";210000;"US";100;"US";"M"
2022;"SE";"FT";"Research Scientist";"USD";249500;"US";0;"US";"M"
2022;"SE";"FT";"Research Scientist";"USD";3e+05;"US";100;"US";"M"
2022;"SE";"FT";"Research Scientist";"EUR";89306;"FR";50;"FR";"L"
2023;"EN";"FT";"AI Developer";"USD";120000;"BA";50;"BA";"S"
2023;"EN";"FT";"AI Developer";"EUR";214618;"DE";100;"DE";"L"
2023;"EN";"FT";"AI Developer";"EUR";64385;"DE";0;"DE";"M"
2023;"EN";"FT";"AI Developer";"USD";80000;"SE";50;"SE";"M"
2023;"EN";"FT";"AI Programmer";"USD";70000;"IN";0;"AU";"L"
2023;"EN";"FT";"Applied Machine Learning Scientist";"EUR";42923;"DE";50;"DE";"M"
2023;"EN";"FT";"Applied Scientist";"USD";110680;"US";0;"US";"L"
2023;"EN";"FT";"Applied Scientist";"USD";130760;"US";0;"US";"L"
2023;"EN";"FT";"Applied Scientist";"USD";130760;"US";0;"US";"L"
2023;"EN";"FT";"Applied Scientist";"USD";204620;"US";0;"US";"L"
2023;"EN";"FT";"Applied Scientist";"USD";213660;"US";0;"US";"L"
2023;"EN";"FT";"Applied Scientist";"USD";213660;"US";0;"US";"L"
2023;"EN";"FT";"Autonomous Vehicle Technician";"USD";7000;"GH";0;"GH";"S"
2023;"EN";"FT";"BI Data Engineer";"USD";60000;"US";100;"US";"M"
2023;"EN";"FT";"BI Developer";"USD";1e+05;"US";0;"US";"M"
2023;"EN";"FT";"BI Developer";"USD";160000;"US";0;"US";"M"
2023;"EN";"FT";"Big Data Engineer";"USD";130000;"SE";100;"SE";"S"
2023;"EN";"FT";"Business Data Analyst";"EUR";12877;"GR";50;"GR";"L"
2023;"EN";"FT";"Business Data Analyst";"EUR";21461;"ES";0;"ES";"M"
2023;"EN";"FT";"Compliance Data Analyst";"USD";30000;"NG";100;"NG";"L"
2023;"EN";"FT";"Computer Vision Engineer";"USD";220000;"US";0;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";1e+05;"US";50;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";1e+05;"UZ";100;"US";"L"
2023;"EN";"FT";"Data Analyst";"USD";150000;"US";0;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";30000;"AR";100;"US";"S"
2023;"EN";"FT";"Data Analyst";"USD";30000;"IN";50;"IN";"M"
2023;"EN";"FT";"Data Analyst";"USD";48000;"US";0;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";48000;"US";0;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";50000;"KW";50;"US";"L"
2023;"EN";"FT";"Data Analyst";"CAD";40663;"CA";0;"CA";"L"
2023;"EN";"FT";"Data Analyst";"USD";55000;"US";0;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";55000;"US";0;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";56100;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";60000;"US";100;"US";"L"
2023;"EN";"FT";"Data Analyst";"USD";60000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";60000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";64200;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";70000;"US";0;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";70000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";75000;"US";0;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";75000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";75000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";75000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";75000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";75000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";75000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";85000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";85000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";85000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";85000;"US";100;"US";"M"
2023;"EN";"FT";"Data Analyst";"USD";95000;"US";100;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";115100;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";12000;"VN";0;"VN";"L"
2023;"EN";"FT";"Data Engineer";"USD";125000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";125000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";135000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";135000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";135000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";135000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"INR";17022;"IN";100;"IN";"L"
2023;"EN";"FT";"Data Engineer";"USD";160000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";160000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";160000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";160000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"EUR";26827;"DE";100;"DE";"L"
2023;"EN";"FT";"Data Engineer";"USD";58000;"US";100;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";61800;"US";100;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";61800;"US";100;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";62000;"US";100;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";65000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";65000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";65000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";65000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";73900;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";85000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";85000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";85000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";85000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";90000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";90000;"US";0;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";92700;"US";100;"US";"M"
2023;"EN";"FT";"Data Engineer";"USD";92700;"US";100;"US";"M"
2023;"EN";"FT";"Data Quality Analyst";"USD";1e+05;"NG";100;"NG";"L"
2023;"EN";"FT";"Data Scientist";"BRL";19522;"BR";100;"BR";"L"
2023;"EN";"FT";"Data Scientist";"INR";12767;"IN";50;"IN";"L"
2023;"EN";"FT";"Data Scientist";"INR";12888;"IN";50;"IN";"S"
2023;"EN";"FT";"Data Scientist";"USD";110000;"US";50;"US";"S"
2023;"EN";"FT";"Data Scientist";"CHF";121093;"CH";50;"CH";"L"
2023;"EN";"FT";"Data Scientist";"USD";120000;"US";0;"US";"M"
2023;"EN";"FT";"Data Scientist";"USD";124234;"US";0;"US";"M"
2023;"EN";"FT";"Data Scientist";"USD";130001;"US";100;"US";"M"
2023;"EN";"FT";"Data Scientist";"USD";190000;"US";0;"US";"M"
2023;"EN";"FT";"Data Scientist";"USD";50000;"IN";100;"US";"M"
2023;"EN";"FT";"Data Scientist";"CAD";51753;"CA";100;"CA";"L"
2023;"EN";"FT";"Data Scientist";"USD";71907;"US";100;"US";"M"
2023;"EN";"FT";"Data Scientist";"USD";74540;"US";0;"US";"M"
2023;"EN";"FT";"Data Scientist";"INR";9727;"IN";0;"IN";"L"
2023;"EN";"FT";"Deep Learning Engineer";"USD";120000;"US";0;"US";"M"
2023;"EN";"FT";"Deep Learning Engineer";"USD";150000;"US";0;"US";"M"
2023;"EN";"FT";"Machine Learning Engineer";"USD";145885;"US";0;"US";"M"
2023;"EN";"FT";"Machine Learning Engineer";"USD";163196;"US";0;"US";"M"
2023;"EN";"FT";"Research Engineer";"USD";120000;"GB";100;"GB";"M"
2023;"EN";"FT";"Research Engineer";"USD";120000;"US";0;"US";"M"
2023;"EN";"FT";"Research Engineer";"USD";120000;"US";0;"US";"M"
2023;"EN";"FT";"Research Engineer";"USD";125000;"US";0;"US";"M"
2023;"EN";"FT";"Research Engineer";"USD";125000;"US";0;"US";"M"
2023;"EN";"FT";"Research Engineer";"USD";155000;"US";0;"US";"M"
2023;"EN";"FT";"Research Engineer";"USD";155000;"US";0;"US";"M"
2023;"EN";"FT";"Research Engineer";"USD";160000;"US";0;"US";"M"
2023;"EN";"FT";"Research Engineer";"USD";160000;"US";0;"US";"M"
2023;"EN";"FT";"Research Engineer";"USD";60000;"GB";100;"GB";"M"
2023;"EN";"FT";"Research Scientist";"USD";1e+05;"US";0;"US";"M"
2023;"EN";"FT";"Research Scientist";"USD";1e+05;"US";0;"US";"M"
2023;"EN";"FT";"Research Scientist";"USD";150000;"US";0;"US";"M"
2023;"EN";"FT";"Research Scientist";"USD";150000;"US";0;"US";"M"
2023;"EN";"FT";"Research Scientist";"USD";220000;"US";50;"US";"L"
2023;"EN";"PT";"Data Analyst";"PLN";17779;"PL";100;"IN";"L"
2023;"EX";"FT";"Analytics Engineer";"USD";153000;"US";100;"US";"M"
2023;"EX";"FT";"Analytics Engineer";"USD";221000;"US";100;"US";"M"
2023;"EX";"FT";"Data Analytics Manager";"USD";140000;"US";0;"US";"M"
2023;"EX";"FT";"Data Analytics Manager";"USD";155000;"US";0;"US";"M"
2023;"EX";"FT";"Data Architect";"USD";155000;"US";0;"US";"M"
2023;"EX";"FT";"Data Architect";"USD";180000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";106500;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";110000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";110000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";115000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";115500;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";116704;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";116704;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";145000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";145000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";150900;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";167500;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";175000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";175000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";194500;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";196200;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";2e+05;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";205000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";207000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";210000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";210914;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";210914;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";220000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";235000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";235000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";236000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";239000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";239000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";239000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";239000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";265000;"US";0;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";284000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";286000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";310000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";310000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";310000;"US";100;"US";"M"
2023;"EX";"FT";"Data Engineer";"USD";310000;"US";100;"US";"M"
2023;"EX";"FT";"Data Scientist";"USD";1e+05;"US";0;"US";"M"
2023;"EX";"FT";"Data Scientist";"USD";145000;"US";0;"US";"M"
2023;"EX";"FT";"Data Scientist";"USD";145000;"US";0;"US";"M"
2023;"EX";"FT";"Data Scientist";"USD";145000;"US";0;"US";"M"
2023;"EX";"FT";"Data Scientist";"USD";185000;"US";0;"US";"M"
2023;"EX";"FT";"Data Scientist";"USD";2e+05;"US";0;"US";"M"
2023;"EX";"FT";"Data Scientist";"USD";2e+05;"US";0;"US";"M"
2023;"EX";"FT";"Data Scientist";"USD";2e+05;"US";0;"US";"M"
2023;"EX";"FT";"Data Scientist";"USD";258750;"US";0;"US";"M"
2023;"EX";"FT";"Data Scientist";"USD";3e+05;"US";0;"US";"M"
2023;"EX";"FT";"Director of Data Science";"USD";249300;"US";0;"US";"M"
2023;"EX";"FT";"Director of Data Science";"USD";353200;"US";0;"US";"M"
2023;"EX";"FT";"Head of Data Science";"GBP";127467;"GB";0;"GB";"M"
2023;"EX";"FT";"Head of Data Science";"GBP";160288;"GB";0;"GB";"M"
2023;"EX";"FT";"Head of Data Science";"USD";195800;"US";0;"US";"M"
2023;"EX";"FT";"Head of Data Science";"USD";314100;"US";0;"US";"M"
2023;"EX";"FT";"Head of Data";"USD";269600;"US";0;"US";"M"
2023;"EX";"FT";"Head of Data";"USD";329500;"US";0;"US";"M"
2023;"MI";"CT";"ML Engineer";"USD";25500;"US";100;"US";"S"
2023;"MI";"CT";"ML Engineer";"USD";30000;"US";100;"US";"S"
2023;"MI";"FT";"AI Developer";"SGD";75020;"FI";0;"FI";"M"
2023;"MI";"FT";"AI Developer";"USD";2e+05;"US";100;"US";"M"
2023;"MI";"FT";"AI Scientist";"EUR";38631;"ES";50;"ES";"L"
2023;"MI";"FT";"Analytics Engineer";"USD";165000;"US";0;"US";"M"
2023;"MI";"FT";"Analytics Engineer";"USD";185700;"US";0;"US";"M"
2023;"MI";"FT";"Applied Data Scientist";"INR";20670;"IN";100;"IN";"L"
2023;"MI";"FT";"Applied Data Scientist";"USD";80000;"KE";100;"KE";"S"
2023;"MI";"FT";"Applied Machine Learning Engineer";"USD";130000;"US";0;"US";"M"
2023;"MI";"FT";"Applied Machine Learning Engineer";"EUR";69751;"IN";100;"DE";"S"
2023;"MI";"FT";"Big Data Engineer";"EUR";48289;"ES";100;"ES";"M"
2023;"MI";"FT";"Business Data Analyst";"USD";105000;"US";50;"US";"L"
2023;"MI";"FT";"Data Analyst";"USD";1e+05;"CA";100;"CA";"M"
2023;"MI";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";1e+05;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";1e+05;"US";100;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";103200;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";105000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";105380;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";105500;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";109000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";110000;"US";100;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";110000;"US";100;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";112000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";116000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";120000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";120000;"US";100;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";121500;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";124000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";125000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";128000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";130000;"CA";100;"CA";"M"
2023;"MI";"FT";"Data Analyst";"USD";130000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";130000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";135000;"US";0;"US";"M"
2023;"MI";"FT";"Data Analyst";"USD";143000;"US";0;"US";"M"
